Parametric p-value,FDR,Geom mean of intensities in class 1,Geom mean of intensities in class 2,Fold-change(KD/C),UniqueID,Symbol
0.715225,1,1.51,1.73,1.1494252873563218,ENSG00000104899,AMH
0.715252,1,1.85,1.62,0.8695652173913044,ENSG00000116299,KIAA1324
0.715265,1,1.29,1.14,0.8849557522123894,ENSG00000181092,ADIPOQ
0.715412,1,2.41,1.99,0.8264462809917356,ENSG00000215067,AC027763.2
0.715515,1,11.07,12.43,1.1235955056179776,ENSG00000149016,TUT1
0.715521,1,1.43,1.27,0.8928571428571428,ENSG00000232729,AC083884.8
0.715887,1,1.26,1.14,0.9090909090909091,ENSG00000261723,CTD-2196E14.3
0.715895,1,1.34,1.44,1.075268817204301,ENSG00000241749,RPSAP52
0.716011,1,2.76,2.34,0.8474576271186441,ENSG00000162078,ZG16B
0.716042,1,1.23,1.14,0.9259259259259258,ENSG00000263531,RP13-753N3.1
0.716153,1,2.03,2.36,1.1627906976744187,ENSG00000267060,PTGES3L
0.716194,1,7.94,6.35,0.8,ENSG00000026297,RNASET2
0.71625,1,20.99,22.74,1.0869565217391304,ENSG00000073584,SMARCE1
0.716277,1,3.49,3.02,0.8695652173913044,ENSG00000134940,ACRV1
0.716307,1,2.34,2,0.8547008547008548,ENSG00000181240,SLC25A41
0.716384,1,167.3,185.32,1.1111111111111112,ENSG00000244509,APOBEC3C
0.716438,1,1.43,1.6,1.1235955056179776,ENSG00000196096,AC079610.2
0.716476,1,5.19,6.1,1.1764705882352942,ENSG00000162654,GBP4
0.716583,1,13.38,16.45,1.2345679012345678,ENSG00000185829,ARL17A
0.716624,1,1.55,1.27,0.819672131147541,ENSG00000176293,ZNF135
0.716638,1,3.95,4.66,1.1764705882352942,ENSG00000104365,IKBKB
0.716771,1,65.48,70.03,1.0638297872340425,ENSG00000172466,ZNF24
0.716914,1,2.63,3.17,1.2048192771084338,ENSG00000100593,ISM2
0.716927,1,9.44,11,1.1627906976744187,ENSG00000011422,PLAUR
0.716928,1,77.87,85.68,1.0989010989010988,ENSG00000198055,GRK6
0.716964,1,5.8,5.21,0.9009009009009008,ENSG00000142798,HSPG2
0.717101,1,1.45,1.26,0.8695652173913044,ENSG00000230006,ANKRD36BP2
0.717237,1,45.26,40.64,0.9009009009009008,ENSG00000184209,SNRNP35
0.717266,1,5.24,7.4,1.4084507042253522,ENSG00000260163,RP11-521O16.2
0.717379,1,1.52,1.77,1.1627906976744187,ENSG00000180096,1-Sep
0.717394,1,5.44,4.78,0.8771929824561404,ENSG00000211450,C11orf31
0.717477,1,1.24,1.35,1.0869565217391304,ENSG00000234996,RP11-480I12.7
0.717534,1,13.55,16.87,1.25,ENSG00000227558,PGM5P2
0.717565,1,2.16,1.71,0.7936507936507936,ENSG00000114854,TNNC1
0.717593,1,1.15,1.27,1.0989010989010988,ENSG00000240854,RP11-64K7.1
0.717622,1,4.51,5.63,1.25,ENSG00000082014,SMARCD3
0.717668,1,12.74,14.15,1.1111111111111112,ENSG00000173933,RBM4
0.717717,1,45.62,50.53,1.1111111111111112,ENSG00000148690,FRA10AC1
0.717719,1,19.18,22.74,1.1904761904761905,ENSG00000174799,CEP135
0.717792,1,10.34,8.41,0.8130081300813008,ENSG00000121716,PILRB
0.717836,1,1.25,1.14,0.9090909090909091,ENSG00000139970,RTN1
0.718027,1,375.94,413.28,1.0989010989010988,ENSG00000168802,CHTF8
0.718073,1,1.14,1.08,0.9433962264150942,ENSG00000201573,Y_RNA
0.718115,1,1.63,1.45,0.8928571428571428,ENSG00000164778,EN2
0.718136,1,9.22,7.46,0.8064516129032259,ENSG00000181104,F2R
0.718196,1,10.11,12.44,1.2345679012345678,ENSG00000130956,HABP4
0.718468,1,1.16,1.08,0.9259259259259258,ENSG00000242950,ERVW-1
0.718531,1,3.97,3.46,0.8695652173913044,ENSG00000108963,DPH1
0.718537,1,1.27,1.14,0.9009009009009008,ENSG00000232803,RP11-93B14.5
0.718621,1,8.31,6.17,0.7407407407407407,ENSG00000131979,GCH1
0.718624,1,8.59,9.57,1.1111111111111112,ENSG00000273061,RP11-6J24.6
0.718676,1,1.49,1.69,1.1363636363636365,ENSG00000181031,RPH3AL
0.7187,1,23.05,20.91,0.9090909090909091,ENSG00000171425,ZNF581
0.71872,1,2,1.69,0.8403361344537815,ENSG00000187554,TLR5
0.718773,1,42.98,46.28,1.075268817204301,ENSG00000167740,CYB5D2
0.718806,1,107.91,94.89,0.8771929824561404,ENSG00000001617,SEMA3F
0.7189,1,2.5,2.09,0.8403361344537815,ENSG00000196564,RP3-499B10.3
0.718948,1,5.11,4.21,0.8264462809917356,ENSG00000136546,SCN7A
0.719014,1,8.9,10.54,1.1904761904761905,ENSG00000140199,SLC12A6
0.71921,1,2.17,2.72,1.25,ENSG00000183103,LYPD4
0.719283,1,5.62,6.67,1.1904761904761905,ENSG00000011028,MRC2
0.719323,1,1.18,1.06,0.8928571428571428,ENSG00000181350,FAM211A
0.719329,1,1.25,1.14,0.9090909090909091,ENSG00000217930,PAM16
0.719347,1,12.27,10.91,0.8928571428571428,ENSG00000101850,GPR143
0.71935,1,2,2.27,1.1363636363636365,ENSG00000105655,ISYNA1
0.719425,1,419.52,577.56,1.36986301369863,ENSG00000226958,CTD-2328D6.1
0.719464,1,50.44,45.41,0.9009009009009008,ENSG00000143891,GALM
0.719477,1,3.47,3.99,1.1494252873563218,ENSG00000236445,LINC00608
0.719507,1,5.99,7.28,1.2195121951219512,ENSG00000215158,RP11-1023L17.1
0.71951,1,158.49,139.35,0.8771929824561404,ENSG00000082153,BZW1
0.719546,1,2.92,3.45,1.1764705882352942,ENSG00000178809,TRIM73
0.71958,1,2.57,2.2,0.8547008547008548,ENSG00000256073,C21orf119
0.719618,1,35.75,31.6,0.8849557522123894,ENSG00000113971,NPHP3
0.719678,1,9.71,11.67,1.2048192771084338,ENSG00000129925,TMEM8A
0.719826,1,1.4,1.58,1.1235955056179776,ENSG00000178252,WDR6
0.719864,1,18.94,21.43,1.1363636363636365,ENSG00000057704,TMCC3
0.719925,1,2.1,2.45,1.1627906976744187,ENSG00000261315,LARP4P
0.719926,1,1.94,1.62,0.8333333333333334,ENSG00000233048,RP5-1069C8.2
0.719991,1,65.37,56.56,0.8620689655172414,ENSG00000119523,ALG2
0.719992,1,1.77,1.52,0.8547008547008548,ENSG00000254024,KB-1562D12.1
0.720002,1,40.66,47.26,1.1627906976744187,ENSG00000196072,BLOC1S2
0.720037,1,98.77,86.81,0.8771929824561404,ENSG00000105568,PPP2R1A
0.720144,1,31.49,34.25,1.0869565217391304,ENSG00000140265,ZSCAN29
0.7202,1,1.14,1.08,0.9433962264150942,ENSG00000267981,AP003041.2
0.720245,1,1.68,2.02,1.2048192771084338,ENSG00000171049,FPR2
0.720279,1,10.71,9.51,0.8849557522123894,ENSG00000176171,BNIP3
0.720289,1,2.98,2.45,0.819672131147541,ENSG00000181404,XXyac-YRM2039.2
0.720431,1,2.63,2.23,0.8474576271186441,ENSG00000130561,SAG
0.720536,1,39.59,34.85,0.8771929824561404,ENSG00000113068,PFDN1
0.720551,1,1.18,1.08,0.9090909090909091,ENSG00000228835,AC012123.1
0.72064,1,10.21,8.2,0.8,ENSG00000116455,WDR77
0.720645,1,18.89,21.37,1.1363636363636365,ENSG00000151468,CCDC3
0.72065,1,13.09,12.24,0.9345794392523364,ENSG00000162817,C1orf115
0.720667,1,54.06,50.17,0.9259259259259258,ENSG00000125648,SLC25A23
0.720699,1,47.64,53.04,1.1111111111111112,ENSG00000114956,DGUOK
0.72078,1,1.81,2.09,1.1627906976744187,ENSG00000263558,RN7SL716P
0.720821,1,2.02,1.73,0.8547008547008548,ENSG00000237149,ZNF503-AS2
0.720872,1,81.31,87.17,1.075268817204301,ENSG00000215193,PEX26
0.720895,1,8.84,10.63,1.2048192771084338,ENSG00000161243,FBXO27
0.720916,1,9.89,8.17,0.8264462809917356,ENSG00000143379,SETDB1
0.720923,1,1.21,1.06,0.8771929824561404,ENSG00000169432,SCN9A
0.720931,1,20.77,24.04,1.1627906976744187,ENSG00000081923,ATP8B1
0.720981,1,7.8,9.32,1.1904761904761905,ENSG00000106245,BUD31
0.720997,1,3.5,4.03,1.1494252873563218,ENSG00000142684,ZNF593
0.721064,1,6.04,5.21,0.8620689655172414,ENSG00000184967,NOC4L
0.721149,1,62.97,68.25,1.0869565217391304,ENSG00000215012,C22orf29
0.721156,1,8.5,7.47,0.8771929824561404,ENSG00000068079,IFI35
0.721173,1,54.15,50.16,0.9259259259259258,ENSG00000142634,EFHD2
0.721233,1,1.14,1.21,1.0638297872340425,ENSG00000180871,CXCR2
0.721238,1,23.17,25.4,1.0989010989010988,ENSG00000163923,RPL39L
0.721359,1,2.75,2.29,0.8333333333333334,ENSG00000184381,PLA2G6
0.721496,1,1.11,1.06,0.9523809523809523,ENSG00000132972,RNF17
0.721693,1,9.87,8.19,0.8264462809917356,ENSG00000137460,FHDC1
0.721719,1,1.03,1.06,1.0309278350515465,ENSG00000111700,SLCO1B3
0.721719,1,1.03,1.06,1.0309278350515465,ENSG00000146858,ZC3HAV1L
0.721719,1,1.03,1.06,1.0309278350515465,ENSG00000167244,IGF2
0.721719,1,1.03,1.06,1.0309278350515465,ENSG00000167377,ZNF23
0.721719,1,1.03,1.06,1.0309278350515465,ENSG00000203281,AL590489.1
0.721719,1,1.03,1.06,1.0309278350515465,ENSG00000223189,RNU6-177P
0.721719,1,1.03,1.06,1.0309278350515465,ENSG00000226312,CFLAR-AS1
0.721719,1,1.03,1.06,1.0309278350515465,ENSG00000226790,HNRNPA3P1
0.721719,1,1.03,1.06,1.0309278350515465,ENSG00000228723,SRGAP3-AS2
0.721719,1,1.03,1.06,1.0309278350515465,ENSG00000230445,LRRC37A6P
0.721719,1,1.03,1.06,1.0309278350515465,ENSG00000231873,RP11-761N21.1
0.721719,1,1.03,1.06,1.0309278350515465,ENSG00000233217,MROH3P
0.721719,1,1.03,1.06,1.0309278350515465,ENSG00000238247,GS1-309P15.4
0.721719,1,1.03,1.06,1.0309278350515465,ENSG00000254432,RP11-33I11.2
0.721719,1,1.03,1.06,1.0309278350515465,ENSG00000256056,RP11-709A23.2
0.721719,1,1.03,1.06,1.0309278350515465,ENSG00000259176,RP11-69H14.6
0.721719,1,1.03,1.06,1.0309278350515465,ENSG00000260647,RP1-178F10.1
0.721719,1,1.03,1.06,1.0309278350515465,ENSG00000266171,RP11-769O8.1
0.721719,1,1.03,1.06,1.0309278350515465,ENSG00000266935,CTD-3234P18.2
0.721746,1,3.21,2.63,0.819672131147541,ENSG00000101442,ACTR5
0.721936,1,1.16,1.27,1.0869565217391304,ENSG00000265458,RP13-20L14.6
0.722016,1,18.96,20.85,1.0989010989010988,ENSG00000126705,AHDC1
0.722061,1,36.85,33.92,0.9174311926605504,ENSG00000071889,FAM3A
0.722101,1,14.84,16.93,1.1363636363636365,ENSG00000213341,CHUK
0.722221,1,149.37,141.85,0.9523809523809523,ENSG00000108946,PRKAR1A
0.722279,1,1.04,1.06,1.0204081632653061,ENSG00000163810,TGM4
0.722279,1,1.04,1.06,1.0204081632653061,ENSG00000254170,CTD-2073O6.1
0.722307,1,1.18,1.27,1.0869565217391304,ENSG00000253328,SUMO2P19
0.722321,1,125.4,130.3,1.0416666666666667,ENSG00000114491,UMPS
0.722357,1,22.38,24.97,1.1111111111111112,ENSG00000087053,MTMR2
0.722401,1,1.24,1.14,0.9174311926605504,ENSG00000253334,RP13-923O23.6
0.72248,1,1.15,1.21,1.0526315789473684,ENSG00000226853,AC010894.3
0.722573,1,1.31,1.21,0.9259259259259258,ENSG00000186714,CCDC73
0.722625,1,1.41,1.6,1.1235955056179776,ENSG00000180336,C17orf104
0.722758,1,129.07,118,0.9174311926605504,ENSG00000111786,SRSF9
0.722836,1,128.77,133.7,1.0416666666666667,ENSG00000168066,SF1
0.722881,1,1.91,1.67,0.8771929824561404,ENSG00000262999,CTD-3088G3.6
0.722947,1,3.64,4.54,1.25,ENSG00000162241,SLC25A45
0.723076,1,3.01,2.61,0.8620689655172414,ENSG00000132563,REEP2
0.723102,1,1.23,1.14,0.9259259259259258,ENSG00000141750,STAC2
0.723161,1,2.75,2.27,0.8264462809917356,ENSG00000205593,DENND6B
0.723285,1,1.82,1.56,0.8547008547008548,ENSG00000231760,RP11-350J20.5
0.723301,1,3.27,4.03,1.2345679012345678,ENSG00000237836,PHKA2-AS1
0.723304,1,1.64,1.4,0.8547008547008548,ENSG00000088881,EBF4
0.723317,1,40.27,48.94,1.2195121951219512,ENSG00000175643,RMI2
0.723401,1,109.47,88.4,0.8064516129032259,ENSG00000171105,INSR
0.723471,1,15.15,17.17,1.1363636363636365,ENSG00000215717,TMEM167B
0.723602,1,4.37,3.7,0.8474576271186441,ENSG00000161956,SENP3
0.723661,1,1.23,1.08,0.8771929824561404,ENSG00000261101,RP4-545K15.5
0.723688,1,1.21,1.33,1.0989010989010988,ENSG00000240225,ZNF542
0.723854,1,4.49,5.59,1.25,ENSG00000111962,UST
0.724001,1,5.05,4.18,0.8264462809917356,ENSG00000162591,MEGF6
0.724029,1,3.39,2.86,0.8474576271186441,ENSG00000243710,WDR65
0.724251,1,2.23,2.58,1.1494252873563218,ENSG00000093217,XYLB
0.724254,1,1.13,1.06,0.9433962264150942,ENSG00000228862,RP11-91I20.3
0.724317,1,674.39,754.99,1.1235955056179776,ENSG00000218175,AC016739.2
0.724335,1,1.52,1.71,1.1235955056179776,ENSG00000271927,CTD-2541M15.4
0.724396,1,19.97,22.06,1.0989010989010988,ENSG00000128534,NAA38
0.724505,1,1.67,1.44,0.8620689655172414,ENSG00000139197,PEX5
0.724561,1,316.59,283.51,0.8928571428571428,ENSG00000101144,BMP7
0.724577,1,1.7,1.93,1.1363636363636365,ENSG00000160471,COX6B2
0.724597,1,1.27,1.45,1.1363636363636365,ENSG00000272604,RP11-251G23.5
0.724683,1,9.18,10.84,1.1764705882352942,ENSG00000203666,EFCAB2
0.724685,1,85,79.49,0.9345794392523364,ENSG00000133318,RTN3
0.724735,1,1.42,1.6,1.1235955056179776,ENSG00000235091,WI2-85898F10.1
0.724749,1,1.81,1.56,0.8620689655172414,ENSG00000118194,TNNT2
0.724756,1,2.14,2.5,1.1627906976744187,ENSG00000131831,RAI2
0.724783,1,213.15,223.91,1.0526315789473684,ENSG00000128609,NDUFA5
0.724862,1,11.54,9.95,0.8620689655172414,ENSG00000178921,PFAS
0.724867,1,4.16,3.7,0.8928571428571428,ENSG00000088298,EDEM2
0.724913,1,72.84,63.71,0.8771929824561404,ENSG00000145632,PLK2
0.724916,1,33.53,31.49,0.9433962264150942,ENSG00000071205,ARHGAP10
0.725049,1,68.17,63.75,0.9345794392523364,ENSG00000145730,PAM
0.725065,1,5.34,4.64,0.8695652173913044,ENSG00000154240,CEP112
0.725092,1,3.11,3.8,1.2195121951219512,ENSG00000229556,RP11-363G2.4
0.725111,1,57.26,66.61,1.1627906976744187,ENSG00000024048,UBR2
0.725268,1,69.52,65.89,0.9433962264150942,ENSG00000160679,CHTOP
0.725281,1,124.05,111.53,0.9009009009009008,ENSG00000229659,RP11-345K20.2
0.72532,1,12.89,11.5,0.8928571428571428,ENSG00000173928,SWSAP1
0.725321,1,1.19,1.33,1.1111111111111112,ENSG00000264047,RN7SL455P
0.72536,1,93.76,111.49,1.1904761904761905,ENSG00000177731,FLII
0.725407,1,1.43,1.3,0.9009009009009008,ENSG00000186976,EFCAB6
0.725414,1,3.65,2.98,0.819672131147541,ENSG00000179886,TIGD5
0.725456,1,1.81,2.13,1.1764705882352942,ENSG00000268001,CTC-241F20.3
0.725592,1,1.05,1.08,1.0309278350515465,ENSG00000255921,RP11-662I13.2
0.725597,1,134.04,122.45,0.9174311926605504,ENSG00000174574,AKIRIN1
0.725635,1,1.28,1.44,1.1235955056179776,ENSG00000139194,RBP5
0.725679,1,1.58,1.8,1.1363636363636365,ENSG00000266269,AC002395.1
0.725836,1,1.26,1.35,1.075268817204301,ENSG00000260011,RP13-20L14.1
0.725856,1,1.17,1.27,1.0869565217391304,ENSG00000235672,AC090286.2
0.725884,1,15.34,16.72,1.0869565217391304,ENSG00000139370,SLC15A4
0.725915,1,2.7,3.29,1.2195121951219512,ENSG00000172243,CLEC7A
0.725972,1,1.44,1.27,0.8849557522123894,ENSG00000204584,RP11-304F15.3
0.726039,1,2.94,3.5,1.1904761904761905,ENSG00000182405,PGBD4
0.726055,1,114.52,104.93,0.9174311926605504,ENSG00000197912,SPG7
0.726143,1,31.5,29.29,0.9259259259259258,ENSG00000170471,RALGAPB
0.726201,1,7.12,8.39,1.1764705882352942,ENSG00000139631,CSAD
0.726226,1,9.23,8.03,0.8695652173913044,ENSG00000085552,IGSF9
0.726429,1,70.2,66.43,0.9433962264150942,ENSG00000119139,TJP2
0.726657,1,1.51,1.33,0.8771929824561404,ENSG00000188933,USP32P1
0.72671,1,1.23,1.14,0.9259259259259258,ENSG00000271847,RP4-740C4.8
0.726867,1,1.24,1.14,0.9174311926605504,ENSG00000199961,SNORD1B
0.726891,1,4.05,4.98,1.2345679012345678,ENSG00000105784,RUNDC3B
0.727047,1,1.21,1.33,1.0989010989010988,ENSG00000248554,RP11-159F24.6
0.727053,1,2.63,2.18,0.8333333333333334,ENSG00000237676,RPL30P4
0.727085,1,1.46,1.27,0.8695652173913044,ENSG00000228013,RP11-350G8.5
0.727125,1,18.91,21.45,1.1363636363636365,ENSG00000141378,PTRH2
0.727152,1,3.69,4.34,1.1764705882352942,ENSG00000228106,RP11-452F19.3
0.727226,1,21.13,19.12,0.9009009009009008,ENSG00000180228,PRKRA
0.727258,1,90.27,83.52,0.9259259259259258,ENSG00000130640,TUBGCP2
0.727437,1,18.26,16.08,0.8771929824561404,ENSG00000177707,PVRL3
0.727664,1,9.01,8.22,0.9090909090909091,ENSG00000135469,COQ10A
0.727727,1,1.49,1.33,0.8928571428571428,ENSG00000084710,EFR3B
0.727759,1,2.19,1.85,0.8474576271186441,ENSG00000235244,RP11-761E20.1
0.727801,1,15.28,13.79,0.9009009009009008,ENSG00000167315,ACAA2
0.727802,1,1.33,1.49,1.1235955056179776,ENSG00000237950,RP11-7O11.3
0.72789,1,4.94,6.81,1.36986301369863,ENSG00000263089,RP11-166P13.4
0.728219,1,77.88,73.8,0.9433962264150942,ENSG00000115128,SF3B14
0.728235,1,1.12,1.06,0.9433962264150942,ENSG00000232713,AC010733.5
0.728251,1,3.47,3.04,0.8771929824561404,ENSG00000272144,CTD-2035E11.5
0.728264,1,45.24,48.43,1.075268817204301,ENSG00000011275,RNF216
0.728294,1,1.51,1.33,0.8771929824561404,ENSG00000214401,KANSL1-AS1
0.728317,1,239.2,221.93,0.9259259259259258,ENSG00000143543,JTB
0.728374,1,34.46,41.04,1.1904761904761905,ENSG00000267427,CTC-503J8.6
0.728402,1,28.58,25.25,0.8849557522123894,ENSG00000124356,STAMBP
0.728549,1,5.29,4.54,0.8620689655172414,ENSG00000261670,RP11-1C8.5
0.728577,1,18.7,20.9,1.1235955056179776,ENSG00000085511,MAP3K4
0.728668,1,5.77,4.89,0.8474576271186441,ENSG00000143429,AC027612.6
0.728691,1,9.68,10.67,1.0989010989010988,ENSG00000178028,DMAP1
0.7287,1,13.27,12.06,0.9090909090909091,ENSG00000244045,TMEM199
0.728718,1,35.81,30.45,0.8474576271186441,ENSG00000146425,DYNLT1
0.728731,1,1.64,1.45,0.8849557522123894,ENSG00000072080,SPP2
0.72875,1,15.94,14.49,0.9090909090909091,ENSG00000174446,SNAPC5
0.728782,1,1.39,1.26,0.9090909090909091,ENSG00000235016,RP11-493K19.3
0.728815,1,2.03,1.7,0.8403361344537815,ENSG00000229729,RP11-159G9.5
0.72886,1,47.06,54.73,1.1627906976744187,ENSG00000214535,RPS15AP1
0.728881,1,7.15,5.92,0.8264462809917356,ENSG00000130347,RTN4IP1
0.728915,1,5.37,6.55,1.2195121951219512,ENSG00000149548,CCDC15
0.728938,1,55.78,60.67,1.0869565217391304,ENSG00000126814,TRMT5
0.729007,1,1.89,2.25,1.1904761904761905,ENSG00000158486,DNAH3
0.729047,1,139.94,120.91,0.8620689655172414,ENSG00000151748,SAV1
0.729053,1,1.08,1.14,1.0526315789473684,ENSG00000205578,POM121B
0.729073,1,1.51,1.27,0.8403361344537815,ENSG00000235838,HSP90AB7P
0.729223,1,1.25,1.14,0.9090909090909091,ENSG00000163485,ADORA1
0.729284,1,145.96,156.11,1.075268817204301,ENSG00000160007,ARHGAP35
0.72929,1,25.56,31.57,1.2345679012345678,ENSG00000154146,NRGN
0.729395,1,18.58,16.18,0.8695652173913044,ENSG00000164403,SHROOM1
0.729518,1,10.42,9.11,0.8771929824561404,ENSG00000172264,MACROD2
0.729569,1,1.47,1.27,0.8620689655172414,ENSG00000261644,RP11-327F22.2
0.72957,1,9.24,8.33,0.9009009009009008,ENSG00000112874,NUDT12
0.72959,1,2.93,3.54,1.2048192771084338,ENSG00000161914,ZNF653
0.729831,1,7.84,6.51,0.8333333333333334,ENSG00000089127,OAS1
0.729853,1,1.27,1.4,1.1111111111111112,ENSG00000225793,RP1-234P15.4
0.7299,1,1.6,1.87,1.1627906976744187,ENSG00000185668,POU3F1
0.729963,1,1.16,1.08,0.9259259259259258,ENSG00000133101,CCNA1
0.730035,1,6.97,5.51,0.7936507936507936,ENSG00000101333,PLCB4
0.730076,1,1.08,1.14,1.0526315789473684,ENSG00000205293,RP11-1112C15.1
0.730076,1,1.08,1.14,1.0526315789473684,ENSG00000255321,RP11-91I20.4
0.730193,1,1.57,1.89,1.2048192771084338,ENSG00000260918,RP11-731J8.2
0.730243,1,229.19,262.18,1.1494252873563218,ENSG00000156642,NPTN
0.730253,1,2.8,3.3,1.1764705882352942,ENSG00000267197,CTC-429L19.3
0.730373,1,1.14,1.06,0.9259259259259258,ENSG00000259920,RP11-2E11.5
0.730417,1,1.03,1.06,1.0204081632653061,ENSG00000228016,RAPGEF4-AS1
0.730417,1,1.03,1.06,1.0204081632653061,ENSG00000238624,snoU13
0.730417,1,1.03,1.06,1.0204081632653061,ENSG00000261544,RP11-16E23.3
0.730422,1,6.48,5.53,0.8547008547008548,ENSG00000178935,ZNF552
0.730431,1,1.95,2.2,1.1363636363636365,ENSG00000249906,RP5-1029K10.2
0.730541,1,1.17,1.08,0.9174311926605504,ENSG00000168131,OR2B2
0.730543,1,9.59,7.5,0.78125,ENSG00000161381,PLXDC1
0.730553,1,24.92,28.46,1.1363636363636365,ENSG00000185621,LMLN
0.730581,1,45.62,41.36,0.9090909090909091,ENSG00000155096,AZIN1
0.730741,1,2.43,2.92,1.2048192771084338,ENSG00000268852,AC132872.2
0.730786,1,3.27,2.73,0.8333333333333334,ENSG00000025423,HSD17B6
0.730788,1,33.88,36.26,1.075268817204301,ENSG00000150776,C11orf57
0.730818,1,11.68,13.61,1.1627906976744187,ENSG00000142149,HUNK
0.73085,1,1.2,1.14,0.9523809523809523,ENSG00000267199,RP11-861E21.2
0.730873,1,9.94,11.06,1.1111111111111112,ENSG00000128578,STRIP2
0.731031,1,1.13,1.08,0.9523809523809523,ENSG00000234640,RP11-264E18.1
0.731074,1,5.9,4.88,0.8264462809917356,ENSG00000158480,SPATA2
0.731075,1,16.48,15.11,0.9174311926605504,ENSG00000139629,GALNT6
0.731117,1,7.95,9.01,1.1363636363636365,ENSG00000120662,MTRF1
0.731137,1,1.24,1.14,0.9174311926605504,ENSG00000173530,TNFRSF10D
0.731145,1,1.1,1.14,1.0416666666666667,ENSG00000266805,RP11-61L19.1
0.731154,1,1.44,1.27,0.8849557522123894,ENSG00000241219,RP11-572M11.1
0.731189,1,133.09,112.34,0.8474576271186441,ENSG00000042493,CAPG
0.731314,1,17.41,21.75,1.25,ENSG00000247844,CCAT1
0.731482,1,3.61,4.34,1.2048192771084338,ENSG00000150893,FREM2
0.731525,1,12.19,13.81,1.1363636363636365,ENSG00000125812,GZF1
0.731605,1,169.33,155.75,0.9174311926605504,ENSG00000196821,C6orf106
0.731755,1,2.75,2.25,0.819672131147541,ENSG00000179598,PLD6
0.731765,1,2.18,2.5,1.1494252873563218,ENSG00000176595,KBTBD11
0.731801,1,2.72,2.28,0.8403361344537815,ENSG00000154783,FGD5
0.731836,1,16.1,20.29,1.2658227848101264,ENSG00000155100,OTUD6B
0.731919,1,1.11,1.06,0.9523809523809523,ENSG00000261438,RP11-399O19.9
0.732017,1,1.18,1.27,1.075268817204301,ENSG00000005961,ITGA2B
0.73205,1,1.69,1.92,1.1363636363636365,ENSG00000232019,AC074183.4
0.732133,1,80.78,87.6,1.0869565217391304,ENSG00000168175,MAPK1IP1L
0.732193,1,1.25,1.14,0.9090909090909091,ENSG00000266346,AC019205.2
0.732299,1,6.14,4.73,0.7692307692307692,ENSG00000196290,NIF3L1
0.732318,1,1.72,1.52,0.8771929824561404,ENSG00000069696,DRD4
0.732381,1,4.21,5.09,1.2048192771084338,ENSG00000049167,ERCC8
0.732494,1,1.92,1.69,0.8771929824561404,ENSG00000259697,RP11-299H22.1
0.732546,1,1.78,2.04,1.1494252873563218,ENSG00000260103,RP11-10O17.1
0.73255,1,1.15,1.26,1.0989010989010988,ENSG00000254266,RP11-594N15.2
0.732607,1,56.32,49.47,0.8771929824561404,ENSG00000163479,SSR2
0.732677,1,2.24,2.63,1.1764705882352942,ENSG00000229983,RP11-15I11.2
0.732698,1,37.2,41.33,1.1111111111111112,ENSG00000144524,COPS7B
0.732746,1,2.16,2.58,1.1904761904761905,ENSG00000146530,VWDE
0.732761,1,1.38,1.58,1.1363636363636365,ENSG00000163218,PGLYRP4
0.732913,1,3.25,3.98,1.2195121951219512,ENSG00000270964,RP11-502I4.3
0.732934,1,3.37,3.99,1.1764705882352942,ENSG00000261079,RP11-252A24.3
0.732958,1,8.98,8.2,0.9174311926605504,ENSG00000115459,ELMOD3
0.732967,1,1.16,1.06,0.9174311926605504,ENSG00000266457,AC026318.1
0.733006,1,40.94,39.53,0.9615384615384615,ENSG00000182606,TRAK1
0.733108,1,1.91,1.7,0.8928571428571428,ENSG00000233250,RP3-339A18.6
0.733133,1,15,16.33,1.0869565217391304,ENSG00000135211,TMEM60
0.733226,1,1.1,1.14,1.0416666666666667,ENSG00000242094,FOXP1-IT1
0.733241,1,18.93,18,0.9523809523809523,ENSG00000145740,SLC30A5
0.733367,1,1.31,1.44,1.0989010989010988,ENSG00000225135,RP11-361F15.2
0.733377,1,212.65,198.17,0.9345794392523364,ENSG00000047849,MAP4
0.733426,1,7.92,6.18,0.78125,ENSG00000119650,IFT43
0.733519,1,15.37,14.38,0.9345794392523364,ENSG00000165490,C11orf82
0.733565,1,23.04,28.53,1.2345679012345678,ENSG00000249784,SCARNA22
0.733638,1,1.24,1.14,0.9174311926605504,ENSG00000143595,AQP10
0.733942,1,32.12,34.53,1.075268817204301,ENSG00000164244,PRRC1
0.734112,1,29.38,27.36,0.9345794392523364,ENSG00000007047,MARK4
0.734114,1,1.53,1.33,0.8695652173913044,ENSG00000273199,AP000692.10
0.734151,1,30.88,28.76,0.9345794392523364,ENSG00000101138,CSTF1
0.734189,1,28.83,24.87,0.8620689655172414,ENSG00000145050,MANF
0.734346,1,1.52,1.36,0.8928571428571428,ENSG00000205683,DPF3
0.734372,1,4.15,3.6,0.8695652173913044,ENSG00000105137,SYDE1
0.734385,1,1.08,1.14,1.0526315789473684,ENSG00000262152,LINC00514
0.734429,1,1.32,1.45,1.0989010989010988,ENSG00000140092,FBLN5
0.734435,1,104.64,94.47,0.9009009009009008,ENSG00000170430,MGMT
0.734487,1,2.14,2.48,1.1627906976744187,ENSG00000250510,GPR162
0.734535,1,110.52,99.95,0.9009009009009008,ENSG00000129493,HEATR5A
0.734546,1,1.05,1.08,1.0309278350515465,ENSG00000124216,SNAI1
