Parametric p-value,FDR,Geom mean of intensities in class 1,Geom mean of intensities in class 2,Fold-change(KD/C),UniqueID,Symbol
0.0003146,0.329,47,13.2,0.2808988764044944,ENSG00000143367,TUFT1
0.0003176,0.329,44.49,17.11,0.3846153846153846,ENSG00000116918,TSNAX
0.0003218,0.329,37.78,72.5,1.923076923076923,ENSG00000131149,GSE1
0.0003252,0.329,6.03,1.52,0.2518891687657431,ENSG00000137877,SPTBN5
0.0003333,0.332,1.19,3.9,3.2258064516129035,ENSG00000145864,GABRB2
0.0003431,0.336,378.32,188.89,0.5,ENSG00000163110,PDLIM5
0.0003605,0.344,93.38,37.27,0.39840637450199207,ENSG00000149948,HMGA2
0.0003616,0.344,154.14,87.29,0.5649717514124294,ENSG00000139433,GLTP
0.0003705,0.346,36.75,14.9,0.4048582995951417,ENSG00000099812,MISP
0.0003751,0.346,402.04,98.15,0.24390243902439027,ENSG00000212901,KRTAP3-1
0.0004203,0.37,1.21,3,2.5,ENSG00000188931,C1orf192
0.0004282,0.37,172.82,86.45,0.5,ENSG00000111348,ARHGDIB
0.0004321,0.37,1.56,4.4,2.857142857142857,ENSG00000272145,NFYC-AS1
0.0004463,0.37,2.06,10.12,5.0,ENSG00000196839,ADA
0.0004466,0.37,28.85,7.91,0.273972602739726,ENSG00000092969,TGFB2
0.0004638,0.37,83.87,36.43,0.4347826086956522,ENSG00000221926,TRIM16
0.0004695,0.37,10.71,1.92,0.17921146953405018,ENSG00000111319,SCNN1A
0.0004714,0.37,1.13,2.96,2.6315789473684212,ENSG00000253320,KB-1507C5.2
0.0004761,0.37,389.46,233.1,0.5988023952095809,ENSG00000134294,SLC38A2
0.0004838,0.37,213.81,120.19,0.5617977528089888,ENSG00000169403,PTAFR
0.000514,0.37,1.01,1.45,1.4285714285714286,ENSG00000235204,RP11-121A14.2
0.0005148,0.37,211.87,95.07,0.4484304932735426,ENSG00000107738,C10orf54
0.0005212,0.37,58.47,98.85,1.6949152542372883,ENSG00000101384,JAG1
0.0005348,0.37,1,1.62,1.6129032258064517,ENSG00000199874,RNA5SP452
0.0005348,0.37,1,1.78,1.7857142857142856,ENSG00000155011,DKK2
0.0005357,0.37,1,1.3,1.2987012987012987,ENSG00000234065,MTND4P26
0.0005359,0.37,51.85,21.23,0.4098360655737705,ENSG00000162493,PDPN
0.0005366,0.37,1,1.61,1.6129032258064517,ENSG00000139537,CCDC65
0.0005366,0.37,1,1.61,1.6129032258064517,ENSG00000228330,RP11-730A19.5
0.00057,0.37,8.82,2.24,0.25380710659898476,ENSG00000232480,RP11-224O19.2
0.0005855,0.37,1,1.69,1.6949152542372883,ENSG00000260593,RP11-432I5.2
0.000592,0.37,1,1.69,1.6949152542372883,ENSG00000234776,C11orf94
0.0006001,0.37,8.85,3.88,0.4385964912280702,ENSG00000188157,AGRN
0.0006165,0.37,1.15,2.77,2.380952380952381,ENSG00000266904,LINC00663
0.0006271,0.37,1.35,3.89,2.857142857142857,ENSG00000179477,ALOX12B
0.0006299,0.37,273.06,147.47,0.5405405405405405,ENSG00000173391,OLR1
0.0006408,0.37,1,1.14,1.1363636363636365,ENSG00000126467,TSKS
0.0006408,0.37,1,1.14,1.1363636363636365,ENSG00000133116,KL
0.0006408,0.37,1,1.14,1.1363636363636365,ENSG00000187672,ERC2
0.0006408,0.37,1,1.14,1.1363636363636365,ENSG00000203482,AC061975.7
0.0006408,0.37,1,1.14,1.1363636363636365,ENSG00000204814,RP11-160N1.10
0.0006408,0.37,1,1.14,1.1363636363636365,ENSG00000213866,YBX1P10
0.0006408,0.37,1,1.14,1.1363636363636365,ENSG00000233264,AC006042.8
0.0006408,0.37,1,1.14,1.1363636363636365,ENSG00000233379,RP11-318G21.4
0.0006408,0.37,1,1.14,1.1363636363636365,ENSG00000234523,NDUFB1P2
0.0006408,0.37,1,1.14,1.1363636363636365,ENSG00000236914,RP11-1008C21.2
0.0006408,0.37,1,1.14,1.1363636363636365,ENSG00000250568,RP11-333E13.2
0.0006408,0.37,1,1.14,1.1363636363636365,ENSG00000267356,RP11-411B10.3
0.0006408,0.37,1,1.14,1.1363636363636365,ENSG00000267879,CTB-147C22.9
0.0006408,0.37,1,1.14,1.1363636363636365,ENSG00000271156,RP11-642C5.1
0.0006408,0.37,1,1.14,1.1363636363636365,ENSG00000273160,RP11-104L21.3
0.0006449,0.37,417.84,289.43,0.6944444444444444,ENSG00000136830,FAM129B
0.0006683,0.38,1.12,3.08,2.7777777777777777,ENSG00000258517,RP6-91H8.1
0.000674,0.38,70.44,32.41,0.4608294930875576,ENSG00000159176,CSRP1
0.0006908,0.386,10.63,2.13,0.2004008016032064,ENSG00000087494,PTHLH
0.0007007,0.388,333.93,602.94,1.8181818181818181,ENSG00000164754,RAD21
0.0007342,0.394,6.05,2.11,0.3472222222222222,ENSG00000125629,INSIG2
0.0007381,0.394,20.44,5.93,0.2898550724637681,ENSG00000163606,CD200R1
0.0007422,0.394,1.01,1.45,1.4285714285714286,ENSG00000197502,AL627171.1
0.0007422,0.394,1.01,1.45,1.4285714285714286,ENSG00000268154,AL591806.1
0.000749,0.394,1,1.79,1.7857142857142856,ENSG00000239405,TMED10P2
0.0007541,0.394,22.75,41.79,1.8518518518518516,ENSG00000065559,MAP2K4
0.0007591,0.394,39.6,67.32,1.6949152542372883,ENSG00000106031,HOXA13
0.0007639,0.394,42.61,18.71,0.4385964912280702,ENSG00000118508,RAB32
0.0007671,0.394,110.47,58.3,0.5291005291005292,ENSG00000162458,FBLIM1
0.0007945,0.395,106.67,61.25,0.5747126436781609,ENSG00000104611,SH2D4A
0.000797,0.395,69.56,49.67,0.7142857142857143,ENSG00000006432,MAP3K9
0.0008003,0.395,1,1.77,1.7857142857142856,ENSG00000254941,RP11-677M14.5
0.0008045,0.395,9.73,2.83,0.29069767441860467,ENSG00000234684,SDCBP2-AS1
0.0008058,0.395,25.19,11.43,0.45454545454545453,ENSG00000108846,ABCC3
0.0008063,0.395,74.15,42.57,0.5747126436781609,ENSG00000182446,NPLOC4
0.0008162,0.397,120.22,52.01,0.4329004329004329,ENSG00000058085,LAMC2
0.0008333,0.398,114.76,37.41,0.32573289902280134,ENSG00000138166,DUSP5
0.0008553,0.398,12.38,4.29,0.3460207612456747,ENSG00000135900,MRPL44
0.0008567,0.398,26.48,11.57,0.4366812227074236,ENSG00000144040,SFXN5
0.00086,0.398,11.96,4.91,0.4098360655737705,ENSG00000160606,TLCD1
0.0008686,0.398,1.01,1.6,1.5873015873015872,ENSG00000253910,PCDHGB2
0.0008686,0.398,1.01,1.6,1.5873015873015872,ENSG00000255443,RP1-68D18.4
0.0008686,0.398,1.01,1.6,1.5873015873015872,ENSG00000259768,RP5-991G20.1
0.0008686,0.398,1.01,1.6,1.5873015873015872,ENSG00000270018,RP3-462E2.5
0.0008868,0.402,22.16,6.74,0.303951367781155,ENSG00000236751,RP1-30G7.2
0.0008905,0.402,10.34,24.63,2.380952380952381,ENSG00000198947,DMD
0.0008977,0.403,82.91,263.52,3.2258064516129035,ENSG00000164120,HPGD
0.0009063,0.404,1.02,1.78,1.7543859649122808,ENSG00000229820,RP1-308E4.1
0.0009142,0.404,60.49,19.32,0.3194888178913738,ENSG00000111816,FRK
0.0009346,0.41,1.44,4.89,3.3333333333333335,ENSG00000254338,RP11-909N17.3
0.0009393,0.41,30.48,70.27,2.3255813953488373,ENSG00000145919,BOD1
0.0009577,0.415,176.07,96.65,0.5494505494505494,ENSG00000169252,ADRB2
0.0009722,0.418,19.12,45.57,2.380952380952381,ENSG00000167257,RNF214
0.0009806,0.419,1.05,1.56,1.4925373134328357,ENSG00000267262,CTC-232P5.3
0.0010002,0.423,13.66,33.21,2.4390243902439024,ENSG00000153044,CENPH
0.001004,0.423,27.21,14.92,0.5494505494505494,ENSG00000153292,GPR110
0.0010305,0.432,227.38,112.57,0.49504950495049505,ENSG00000178209,PLEC
0.0010375,0.432,1.04,1.54,1.4705882352941175,ENSG00000073734,ABCB11
0.0010484,0.433,55.92,35.85,0.641025641025641,ENSG00000104643,MTMR9
0.0010576,0.434,39.47,17.49,0.4424778761061947,ENSG00000124444,ZNF576
0.0010624,0.434,63.82,21.82,0.3424657534246575,ENSG00000078401,EDN1
0.0010858,0.44,1.02,1.78,1.7543859649122808,ENSG00000257576,RP11-153M3.1
0.0010959,0.442,220.87,57.89,0.2617801047120419,ENSG00000065534,MYLK
0.001108,0.442,57.89,27.87,0.4807692307692307,ENSG00000099804,CDC34
0.0011184,0.442,2562.09,1101.79,0.4291845493562232,ENSG00000170477,KRT4
0.0011222,0.442,50.58,129.19,2.564102564102564,ENSG00000109046,WSB1
0.0011238,0.442,1.03,1.54,1.4925373134328357,ENSG00000272337,U6
0.0011639,0.449,69.43,41.69,0.5988023952095809,ENSG00000166938,DIS3L
0.0011864,0.449,34.39,17.97,0.5235602094240838,ENSG00000057294,PKP2
0.0011929,0.449,1.06,1.83,1.7241379310344829,ENSG00000200534,SNORA33
0.0011978,0.449,23.8,37.68,1.5873015873015872,ENSG00000119685,TTLL5
0.0012185,0.449,1,1.44,1.4492753623188408,ENSG00000254701,RP11-1415C14.4
0.0012201,0.449,1,1.22,1.2195121951219512,ENSG00000166111,SVOP
0.0012201,0.449,1,1.22,1.2195121951219512,ENSG00000206145,P2RX6P
0.0012201,0.449,1,1.22,1.2195121951219512,ENSG00000232104,RP11-509J21.1
0.0012201,0.449,1,1.22,1.2195121951219512,ENSG00000235982,AC007875.3
0.0012201,0.449,1,1.22,1.2195121951219512,ENSG00000261395,HSPE1P5
0.0012209,0.449,18.57,9.61,0.5181347150259068,ENSG00000106415,GLCCI1
0.0012386,0.453,1.04,2.13,2.0408163265306123,ENSG00000264284,AL391380.1
0.0012567,0.457,40.24,29.21,0.7246376811594204,ENSG00000087448,KLHL42
0.001262,0.457,1.6,6.84,4.3478260869565215,ENSG00000124610,HIST1H1A
0.0012831,0.461,170.95,96.88,0.5681818181818182,ENSG00000162909,CAPN2
0.0012981,0.461,133.45,93.9,0.7042253521126761,ENSG00000107164,FUBP3
0.0013056,0.461,82.57,127.79,1.5384615384615383,ENSG00000255302,EID1
0.0013102,0.461,1.02,1.69,1.6666666666666667,ENSG00000114646,CSPG5
0.001326,0.461,1,1.45,1.4492753623188408,ENSG00000198221,MLLT4-AS1
0.001326,0.461,1,1.45,1.4492753623188408,ENSG00000260541,LA16c-429E7.1
0.001326,0.461,1,1.45,1.4492753623188408,ENSG00000267404,RP11-49I11.2
0.001373,0.468,1.18,2.76,2.3255813953488373,ENSG00000059915,PSD
0.0013747,0.468,1,1.44,1.4492753623188408,ENSG00000238280,RP11-436D10.3
0.0013747,0.468,1,1.44,1.4492753623188408,ENSG00000269956,MKNK1-AS1
0.0013922,0.468,34.95,91.75,2.6315789473684212,ENSG00000139926,FRMD6
0.0014015,0.468,22.99,8.49,0.36900369003690037,ENSG00000189120,SP6
0.0014101,0.468,1,1.45,1.4492753623188408,ENSG00000259581,TYRO3P
0.0014101,0.468,1,1.45,1.4492753623188408,ENSG00000267724,RP11-49K24.8
0.0014104,0.468,1.06,1.54,1.4492753623188408,ENSG00000203710,CR1
0.0014176,0.468,549.8,223.92,0.4065040650406504,ENSG00000197747,S100A10
0.0014234,0.468,66.04,121.9,1.8518518518518516,ENSG00000119487,MAPKAP1
0.0014285,0.468,31.85,61.26,1.923076923076923,ENSG00000167674,HDGFRP2
0.0014325,0.468,1.02,2.4,2.3255813953488373,ENSG00000197446,CYP2F1
0.0014488,0.471,49.39,90.09,1.8181818181818181,ENSG00000108175,ZMIZ1
0.0014809,0.475,18.34,32.46,1.7857142857142856,ENSG00000158161,EYA3
0.0014834,0.475,373.14,102.97,0.27624309392265195,ENSG00000234745,HLA-B
0.0014889,0.475,48.6,20.09,0.4132231404958678,ENSG00000157168,NRG1
0.0014925,0.475,42.35,15.29,0.36101083032490977,ENSG00000104872,PIH1D1
0.0015112,0.479,21.26,12.25,0.5747126436781609,ENSG00000135334,AKIRIN2
0.0015336,0.483,6.93,2.21,0.3194888178913738,ENSG00000186654,PRR5
0.0015648,0.491,110.11,70.75,0.641025641025641,ENSG00000107175,CREB3
0.0015818,0.493,39.19,17.94,0.4566210045662101,ENSG00000108448,TRIM16L
0.0015901,0.493,24.58,14.55,0.591715976331361,ENSG00000106638,TBL2
0.0015947,0.493,94.48,58.02,0.6134969325153374,ENSG00000113300,CNOT6
0.0016106,0.494,178.85,99.64,0.5586592178770949,ENSG00000173706,HEG1
0.0016128,0.494,1.11,2.2,2.0,ENSG00000138769,CDKL2
0.0016527,0.501,12.29,4.28,0.3484320557491289,ENSG00000149177,PTPRJ
0.0016528,0.501,25.74,11.79,0.4587155963302752,ENSG00000106266,SNX8
0.0016869,0.509,61.22,177.19,2.857142857142857,ENSG00000128595,CALU
0.0017071,0.513,12.11,2.42,0.2,ENSG00000086548,CEACAM6
0.001737,0.519,1.13,2.93,2.564102564102564,ENSG00000173456,RNF26
0.0017548,0.522,1.29,3.82,2.941176470588235,ENSG00000180769,WDFY3-AS2
0.0017755,0.524,109.12,64.15,0.5882352941176471,ENSG00000110315,RNF141
0.0017758,0.524,54.05,19.46,0.3597122302158274,ENSG00000143401,ANP32E
0.0018208,0.534,110.63,57.17,0.5181347150259068,ENSG00000172667,ZMAT3
0.0018523,0.539,602.13,403.9,0.6711409395973155,ENSG00000105974,CAV1
0.0018525,0.539,6.73,25.68,3.846153846153846,ENSG00000147402,GABRQ
0.0018763,0.541,6.28,14.17,2.272727272727273,ENSG00000196967,ZNF585A
0.0018765,0.541,1.03,1.79,1.7241379310344829,ENSG00000212961,HNRNPA1P40
0.0019189,0.55,1.12,2.35,2.0833333333333335,ENSG00000230615,RP5-1198O20.4
0.0019303,0.551,30.77,17.76,0.5780346820809249,ENSG00000163704,PRRT3
0.0019488,0.551,224.71,122.94,0.5464480874316939,ENSG00000222041,LINC00152
0.0019524,0.551,1.03,2.16,2.0833333333333335,ENSG00000253537,PCDHGA7
0.0019603,0.551,142.66,85.2,0.5988023952095809,ENSG00000134363,FST
0.0019707,0.551,101.31,158.94,1.5625,ENSG00000100320,RBFOX2
0.0019774,0.551,28.4,14.14,0.49751243781094534,ENSG00000179361,ARID3B
0.0019816,0.551,20.77,8.22,0.3952569169960475,ENSG00000172379,ARNT2
0.0019884,0.551,1.44,4.75,3.3333333333333335,ENSG00000228065,RP11-222A11.1
0.0020301,0.56,25.72,61.97,2.380952380952381,ENSG00000082068,WDR70
0.002046,0.56,5.13,10.79,2.0833333333333335,ENSG00000121310,ECHDC2
0.0020484,0.56,1.01,2.06,2.0408163265306123,ENSG00000203614,AL512652.1
0.0020594,0.56,10.86,4.84,0.4464285714285714,ENSG00000116521,SCAMP3
0.0020858,0.565,1.02,1.96,1.923076923076923,ENSG00000246100,LINC00900
0.0021074,0.566,79.04,26.58,0.33670033670033667,ENSG00000079337,RAPGEF3
0.0021109,0.566,32.13,14.69,0.4566210045662101,ENSG00000138771,SHROOM3
0.0021164,0.566,35.86,21.93,0.6097560975609756,ENSG00000069702,TGFBR3
0.0021716,0.573,101,211,2.0833333333333335,ENSG00000164904,ALDH7A1
0.0021773,0.573,52.78,90.12,1.6949152542372883,ENSG00000198791,CNOT7
0.0021816,0.573,1.03,1.69,1.639344262295082,ENSG00000182572,HIST1H3I
0.0021816,0.573,1.03,1.69,1.639344262295082,ENSG00000260913,RP11-243E13.1
0.0021902,0.573,1.01,1.44,1.4285714285714286,ENSG00000232693,AC012370.2
0.0022162,0.573,11.58,3.07,0.2645502645502646,ENSG00000026103,FAS
0.0022259,0.573,21.17,10.47,0.49504950495049505,ENSG00000185800,DMWD
0.002244,0.573,1.62,7.6,4.761904761904762,ENSG00000142347,MYO1F
0.002273,0.573,1.06,2.18,2.0833333333333335,ENSG00000235400,RP4-641G12.4
0.0022989,0.573,44.99,89.64,2.0,ENSG00000125827,TMX4
0.0023194,0.573,46.08,132.33,2.857142857142857,ENSG00000113389,NPR3
0.0023222,0.573,16.51,7.32,0.4424778761061947,ENSG00000101577,LPIN2
0.0023588,0.573,154.82,73.24,0.47393364928909953,ENSG00000156471,PTDSS1
0.0023764,0.573,9.96,4.76,0.47846889952153115,ENSG00000140853,NLRC5
0.0023784,0.573,1,1.21,1.2048192771084338,ENSG00000159958,TNFRSF13C
0.0023784,0.573,1,1.21,1.2048192771084338,ENSG00000163666,HESX1
0.0023784,0.573,1,1.21,1.2048192771084338,ENSG00000180113,TDRD6
0.0023784,0.573,1,1.21,1.2048192771084338,ENSG00000182732,RGS6
0.0023784,0.573,1,1.21,1.2048192771084338,ENSG00000233230,AC079807.2
0.0023784,0.573,1,1.21,1.2048192771084338,ENSG00000237766,GGTA2P
0.0023784,0.573,1,1.21,1.2048192771084338,ENSG00000242607,RPS3AP34
0.0023784,0.573,1,1.21,1.2048192771084338,ENSG00000242610,OR5BH1P
0.0023784,0.573,1,1.21,1.2048192771084338,ENSG00000252230,SNORD111
0.0023784,0.573,1,1.21,1.2048192771084338,ENSG00000257464,RP11-161H23.8
0.0023784,0.573,1,1.21,1.2048192771084338,ENSG00000258317,RP11-603J24.5
0.0023791,0.573,9.33,2.57,0.27548209366391185,ENSG00000165887,ANKRD2
0.0023995,0.573,1.04,1.6,1.5384615384615383,ENSG00000184343,SRPK3
0.0024005,0.573,1.03,1.61,1.5625,ENSG00000200274,RNU4-32P
0.002404,0.573,27.53,59.34,2.1739130434782608,ENSG00000138767,CNOT6L
0.0024161,0.573,1.15,2.25,1.9607843137254901,ENSG00000065675,PRKCQ
0.0024193,0.573,17.46,10.26,0.5882352941176471,ENSG00000150764,DIXDC1
0.0024472,0.577,78.02,44.59,0.5714285714285714,ENSG00000109814,UGDH
0.0025183,0.592,1.01,1.22,1.2195121951219512,ENSG00000196183,RPS2P4
0.002527,0.592,16.85,38.12,2.272727272727273,ENSG00000100784,RPS6KA5
0.0025434,0.592,1.22,2.97,2.4390243902439024,ENSG00000174226,SNX31
0.002549,0.592,277.11,122.34,0.44052863436123346,ENSG00000087086,FTL
0.0025661,0.592,2.42,10.14,4.166666666666667,ENSG00000272720,CTA-228A9.3
0.0025664,0.592,1.03,1.92,1.8518518518518516,ENSG00000186952,TMEM232
0.0026424,0.605,55.88,87.35,1.5625,ENSG00000179029,TMEM107
0.0026563,0.605,28.86,8.28,0.28653295128939826,ENSG00000108244,KRT23
0.002678,0.605,153.8,92.13,0.5988023952095809,ENSG00000187098,MITF
0.0026897,0.605,6.39,1.84,0.28901734104046245,ENSG00000147119,CHST7
0.0026955,0.605,1.03,2.28,2.2222222222222223,ENSG00000249863,RP11-177C12.1
0.0026971,0.605,18.98,7.74,0.4081632653061224,ENSG00000185386,MAPK11
0.0027043,0.605,1.19,3.24,2.7027027027027026,ENSG00000179673,RPRML
0.0027234,0.605,41.47,89.07,2.127659574468085,ENSG00000140943,MBTPS1
0.0027238,0.605,1.03,1.61,1.5625,ENSG00000139200,PIANP
0.0027238,0.605,1.03,1.61,1.5625,ENSG00000271522,RP11-36B6.1
0.0027277,0.605,264.07,488.06,1.8518518518518516,ENSG00000260032,LINC00657
0.0027505,0.608,1.15,2.49,2.1739130434782608,ENSG00000258824,CTD-2555O16.2
0.0027762,0.612,1.01,1.52,1.5151515151515151,ENSG00000273185,RP11-98C1.1
0.002787,0.612,69.6,34.58,0.49751243781094534,ENSG00000087074,PPP1R15A
0.0027975,0.612,3.36,18.16,5.2631578947368425,ENSG00000166670,MMP10
0.0028421,0.62,1.87,6.08,3.2258064516129035,ENSG00000214694,ARHGEF33
0.0028786,0.626,71.26,117.37,1.639344262295082,ENSG00000163655,GMPS
0.0028919,0.626,4.43,12.66,2.857142857142857,ENSG00000133111,RFXAP
0.0029051,0.627,176.64,280.59,1.5873015873015872,ENSG00000170312,CDK1
0.0029153,0.627,112.02,158.94,1.4285714285714286,ENSG00000164024,METAP1
0.0029349,0.629,12.8,6.33,0.49504950495049505,ENSG00000272079,LA16c-380H5.5
0.0029428,0.629,146.88,63.4,0.4310344827586207,ENSG00000042286,AIFM2
0.0029657,0.631,1.04,1.77,1.6949152542372883,ENSG00000148942,SLC5A12
0.0029726,0.631,1.2,2.38,2.0,ENSG00000188916,FAM196A
0.0030259,0.637,66.01,92.42,1.4084507042253522,ENSG00000115839,RAB3GAP1
0.0030346,0.637,72.07,44.51,0.6172839506172839,ENSG00000181904,C5orf24
0.003036,0.637,1.03,1.93,1.8867924528301885,ENSG00000236516,KLF2P4
0.0030403,0.637,42.97,18.87,0.4385964912280702,ENSG00000102359,SRPX2
0.0030878,0.643,1.02,1.44,1.4084507042253522,ENSG00000233747,RPL36AP13
0.0031033,0.643,1.12,1.82,1.6129032258064517,ENSG00000104177,MYEF2
0.0031172,0.643,1.04,1.61,1.5384615384615383,ENSG00000242600,MBL1P
0.003124,0.643,1.04,1.45,1.3888888888888888,ENSG00000257512,RP11-486A14.1
0.003124,0.643,1.04,1.45,1.3888888888888888,ENSG00000260230,FRRS1L
0.0031288,0.643,31.44,15.64,0.49751243781094534,ENSG00000145287,PLAC8
0.0031553,0.646,9.23,13.54,1.4705882352941175,ENSG00000162437,RAVER2
0.003216,0.653,19.39,9.1,0.4694835680751174,ENSG00000075461,CACNG4
0.0032161,0.653,1.91,10.27,5.2631578947368425,ENSG00000196611,MMP1
0.0032396,0.653,1,1.6,1.5873015873015872,ENSG00000229433,RP11-329B9.1
0.0032457,0.653,57.2,33.69,0.5882352941176471,ENSG00000187051,RPS19BP1
0.0032517,0.653,1.03,1.6,1.5625,ENSG00000092421,SEMA6A
0.0032517,0.653,1.03,1.6,1.5625,ENSG00000092529,CAPN3
0.0032947,0.66,76.99,43.78,0.5681818181818182,ENSG00000104886,PLEKHJ1
0.0033196,0.663,215.44,114.45,0.5319148936170213,ENSG00000135318,NT5E
0.0034114,0.679,1.05,1.7,1.6129032258064517,ENSG00000265334,CTD-2349P21.11
0.0034527,0.682,28.09,17.6,0.625,ENSG00000122912,SLC25A16
0.0034538,0.682,32.68,59.22,1.8181818181818181,ENSG00000018408,WWTR1
0.0034674,0.682,49.5,23.77,0.4807692307692307,ENSG00000272016,RP11-215G15.5
0.0034848,0.682,7.17,2.71,0.37735849056603776,ENSG00000261740,RP11-345J4.5
0.003493,0.682,67.24,40.66,0.6060606060606061,ENSG00000123130,ACOT9
0.0034992,0.682,1.03,1.96,1.8867924528301885,ENSG00000249695,RP11-598F7.4
0.0035045,0.682,1.58,5.19,3.3333333333333335,ENSG00000054277,OPN3
0.0035164,0.683,37.92,17.73,0.4672897196261682,ENSG00000033327,GAB2
0.0035613,0.689,1.06,2.07,1.9607843137254901,ENSG00000272140,RP11-574K11.29
0.0035932,0.693,148.63,73.23,0.4926108374384237,ENSG00000177606,JUN
0.003614,0.693,44.22,22.49,0.5076142131979695,ENSG00000125505,MBOAT7
0.0036231,0.693,10.62,75.8,7.142857142857142,ENSG00000106278,PTPRZ1
0.003624,0.693,64.09,85.54,1.3333333333333333,ENSG00000135686,KLHL36
0.0036482,0.696,1.92,5.36,2.7777777777777777,ENSG00000260589,RP11-390B4.5
0.0036629,0.696,18.9,9.13,0.48309178743961356,ENSG00000076604,TRAF4
0.0037124,0.704,1.2,2.55,2.127659574468085,ENSG00000236337,FMR1-IT1
0.0037259,0.704,1.05,2.07,2.0,ENSG00000144644,GADL1
0.0037749,0.71,2.83,10.92,3.846153846153846,ENSG00000136531,SCN2A
0.0037974,0.71,1.06,2.28,2.127659574468085,ENSG00000238261,RP11-435B5.5
0.0038003,0.71,30.27,62.4,2.0408163265306123,ENSG00000157404,KIT
0.0038045,0.71,1.02,1.44,1.4084507042253522,ENSG00000237426,ZIK1P1
0.0038243,0.712,50.28,76.28,1.5151515151515151,ENSG00000156531,PHF6
0.0038544,0.714,131.29,53.83,0.4098360655737705,ENSG00000101935,AMMECR1
0.0038582,0.714,1.35,3.28,2.4390243902439024,ENSG00000184304,PRKD1
0.003878,0.716,378.36,220.04,0.5813953488372093,ENSG00000136068,FLNB
0.0039132,0.718,1.17,2.8,2.380952380952381,ENSG00000272709,RP11-458D21.6
0.0039246,0.718,8,2.72,0.3401360544217687,ENSG00000167723,TRPV3
0.0039249,0.718,33.3,12.26,0.3676470588235294,ENSG00000169504,CLIC4
0.0039705,0.723,1.43,4.34,3.0303030303030303,ENSG00000256043,CTSO
0.0039744,0.723,89.75,174.96,1.9607843137254901,ENSG00000163041,H3F3A
0.0040073,0.727,24.27,11.23,0.4629629629629629,ENSG00000224531,SMIM13
0.0040469,0.732,12.67,5.84,0.4608294930875576,ENSG00000145348,TBCK
0.0040937,0.738,88.19,63.07,0.7142857142857143,ENSG00000204070,SYS1
0.0041159,0.74,1.07,1.78,1.6666666666666667,ENSG00000099715,PCDH11Y
0.0041732,0.746,93,20.49,0.22026431718061673,ENSG00000170540,ARL6IP1
0.0041817,0.746,116.49,65.75,0.5649717514124294,ENSG00000105993,DNAJB6
0.0041838,0.746,14.64,7.26,0.49504950495049505,ENSG00000117481,NSUN4
0.004214,0.749,150.39,211.92,1.4084507042253522,ENSG00000100596,SPTLC2
0.0042252,0.749,87.51,67.73,0.7751937984496123,ENSG00000134375,TIMM17A
0.0042376,0.75,22.51,14.2,0.6289308176100629,ENSG00000185344,ATP6V0A2
0.0042742,0.754,1.07,2.16,2.0408163265306123,ENSG00000196834,POTEI
0.0042958,0.756,26.41,49.6,1.8867924528301885,ENSG00000148700,ADD3
0.0043208,0.758,1.07,1.87,1.7543859649122808,ENSG00000267242,AC069278.4
0.0043714,0.765,109.38,64.08,0.5847953216374269,ENSG00000142546,NOSIP
0.004412,0.77,47.05,32.53,0.6896551724137931,ENSG00000078124,ACER3
0.0044854,0.78,11.63,27.93,2.380952380952381,ENSG00000168214,RBPJ
0.0045291,0.786,1.08,1.73,1.6129032258064517,ENSG00000226155,AC124944.3
0.0046211,0.799,21.28,12.11,0.5681818181818182,ENSG00000196352,CD55
0.0046291,0.799,1.04,2.17,2.0833333333333335,ENSG00000259065,RP5-1021I20.1
0.0047262,0.813,3.78,13.81,3.7037037037037033,ENSG00000236088,COX10-AS1
0.0047822,0.819,15.31,6.42,0.41841004184100417,ENSG00000133466,C1QTNF6
0.0047863,0.819,1.02,1.3,1.2658227848101264,ENSG00000125804,FAM182A
0.004809,0.821,32.46,20.05,0.6172839506172839,ENSG00000163866,SMIM12
0.0048309,0.823,27.08,9.74,0.3597122302158274,ENSG00000138347,MYPN
0.0049047,0.831,1,1.36,1.3513513513513513,ENSG00000067715,SYT1
0.0049074,0.831,15.51,5.29,0.341296928327645,ENSG00000179152,TCAIM
0.0049779,0.838,8.41,1.99,0.23696682464454977,ENSG00000172197,MBOAT1
0.0049797,0.838,1.08,2.11,1.9607843137254901,ENSG00000261060,RP11-545A16.4
0.0049864,0.838,9.52,4.01,0.42194092827004215,ENSG00000184545,DUSP8
0.0050064,0.839,97.4,72.98,0.7518796992481203,ENSG00000156052,GNAQ
0.0050507,0.839,1.05,1.6,1.5151515151515151,ENSG00000180066,C10orf91
0.0050596,0.839,222.62,601.08,2.7027027027027026,ENSG00000049323,LTBP1
0.0050706,0.839,22.7,8.88,0.390625,ENSG00000147509,RGS20
0.0050759,0.839,1.04,1.93,1.8518518518518516,ENSG00000212296,SNORD72
0.0050813,0.839,127.6,56.32,0.44052863436123346,ENSG00000156453,PCDH1
0.0050976,0.839,9.59,21.72,2.272727272727273,ENSG00000137727,ARHGAP20
0.005102,0.839,46.14,12.91,0.2801120448179272,ENSG00000148677,ANKRD1
0.0051721,0.848,1.03,1.45,1.4084507042253522,ENSG00000184005,ST6GALNAC3
0.0051822,0.848,271.44,137.64,0.5076142131979695,ENSG00000170421,KRT8
0.0052082,0.848,2.4,7.24,3.0303030303030303,ENSG00000254837,AP001372.2
